Río Chalinga Nodes and Reaches, 0 \ Headflow, 1 \ CA_Gabino Outflow, 2 \ Reach, 3 \ Río Chalinga en La Palmilla (gauge), 3 \ ZR_Gavino Runoff, 4 \ Reach, 5 \ CL_09 Inflow, 6 \ Reach, 7 \ CA_Destiladera Outflow, 8 \ Reach, 9 \ CA_Destiladera Outflow 2,10 \ Reach,11 \ ZR_Destiladera Runoff,12 \ Reach,13 \ CA_Batuco Chalinga Outflow,14 \ Reach,15 \ ZR_Batuco Chalinga Runoff,16 \ Reach,17 \ CA_Molino de Zapallar Outflow,18 \ Reach,19 \ ZR_Molino de Zapallar Runoff,20 \ Reach,21 \ CA_Toma Ranque Outflow,22 \ Reach,23 \ ZR_Ranque Runoff,24 \ Reach,25 \ CA_Palquial Outflow,26 \ Reach,27 \ ZR_Palquial Runoff,28 \ Reach,29 \ CA_Valentino Outflow,30 \ Reach,31 \ ZR_Valentino Runoff,32 \ Reach,33 \ CA_Maravillal Outflow,34 \ Reach,35 \ ZR_Maravillal Runoff,36 \ Reach,37 \ CA_Alameda Outflow,38 \ Reach,39 \ ZR_Alameda Runoff,40 \ Reach,41 \ CA_Cunlagua Outflow,42 \ Reach,43 \ ZR_Cunlagua Runoff,44 \ Reach,45 \ CA_Los Guindos Outflow,46 \ Reach,47 \ ZR_Los Guindos Runoff,48 \ Reach,49 \ CA_Huanque Outflow,50 \ Reach,51 \ ZR_Huanque Runoff,52 \ Reach,53 \ CA_Chanar Chalinga Outflow,54 \ Reach,55 \ ZR_Chanar Chalinga Runoff,56 \ Reach,57 \ CA_Arboleda Grande Outflow,58 \ Reach,59 \ ZR_Arboleda Grande Runoff,60 \ Reach,61 \ CA_Chalinga Outflow,62 \ Reach,63 \ ZR_Chalinga Runoff,64 \ Reach,65 \ ZR_Tebal Runoff,66 \ Reach,67 \ CA_Tebal Outflow,68 \ Reach,69 \ ZR_Chilcas Runoff,70 \ Reach,71 \ CA_Chilcas Outflow,71 \ PC_DES_CHALINGA (gauge),72 \ Reach
may-14,0.249452,0.236033,0.236033,0.249452,0.236033,0.240595,0.292671,0.289745,0.289745,0.289745,0.255751,0.255751,0.255751,0.274213,0.140029,0.140029,0.144378,0.168009,0.141619,0.141619,0.142199,0.285365,0.279998,0.279998,0.280148,0.285338,0.155627,0.155627,0.159687,0.240352,0.232211,0.232211,0.232243,0.236462,0.222346,0.222346,0.223094,0.230409,0.217885,0.217885,0.218166,0.278693,0.206528,0.206528,0.208426,0.237971,0.227868,0.227868,0.227963,0.231685,0.18117,0.18117,0.182808,0.200505,0.182463,0.182463,0.182523,0.194795,0.140671,0.140671,0.14191,0.156271,0.113333,0.113333,0.114552,0.132977,0.136752,0.182598,0.0996077,0.0996077,0.101268,0.101268,0.057969,0,0.057969
jun-14,0.298767,0.282695,0.282695,0.298767,0.282695,0.287181,0.350343,0.34684,0.34684,0.34684,0.306126,0.306126,0.306126,0.324278,0.163566,0.163566,0.177074,0.204208,0.172602,0.172602,0.178173,0.318402,0.318402,0.318402,0.320257,0.325361,0.170006,0.170006,0.187016,0.266326,0.256577,0.256577,0.25687,0.261018,0.244111,0.244111,0.244836,0.252029,0.237029,0.237029,0.239137,0.297837,0.211405,0.211405,0.221993,0.251041,0.238941,0.238941,0.239425,0.243934,0.183431,0.183431,0.189844,0.207244,0.185636,0.185636,0.185961,0.198727,0.133903,0.133903,0.144017,0.158136,0.106709,0.106709,0.112723,0.130839,0.157714,0.202791,0.103394,0.103394,0.113714,0.113714,0.113714,0.227018,0.113714
jul-14,0.246903,0.233622,0.233622,0.246903,0.233622,0.23882,0.290324,0.28742,0.28742,0.28742,0.253774,0.253774,0.253774,0.274814,0.142,0.142,0.145436,0.192328,0.166208,0.166208,0.167248,0.329422,0.324109,0.324109,0.32436,0.32436,0.195974,0.195974,0.199586,0.291512,0.283455,0.283455,0.283469,0.288277,0.274305,0.274305,0.274764,0.283101,0.270705,0.270705,0.271001,0.341556,0.270128,0.270128,0.272175,0.305845,0.295845,0.295845,0.29605,0.302017,0.252017,0.252017,0.254144,0.274311,0.256454,0.256454,0.256531,0.271874,0.218303,0.218303,0.22022,0.236586,0.194087,0.194087,0.195296,0.216292,0.221414,0.273661,0.191519,0.191519,0.193589,0.193589,0.150732,0.278714,0.150732
ago-14,0.238032,0.225228,0.225228,0.238032,0.225228,0.229667,0.279177,0.276385,0.276385,0.276385,0.243948,0.243948,0.243948,0.261914,0.133873,0.133873,0.139112,0.174491,0.14931,0.14931,0.150873,0.288771,0.28365,0.28365,0.284038,0.289089,0.165315,0.165315,0.170307,0.248807,0.241039,0.241039,0.241053,0.245158,0.231688,0.231688,0.23229,0.23941,0.227459,0.227459,0.227781,0.286711,0.21785,0.21785,0.22029,0.249042,0.239402,0.239402,0.239643,0.24335,0.195147,0.195147,0.197619,0.214841,0.197626,0.197626,0.197714,0.210205,0.158559,0.158559,0.16104,0.175016,0.134043,0.134043,0.135757,0.153687,0.159301,0.203917,0.124726,0.124726,0.127512,0.127512,0.0861949,0.222114,0.0861949
sept-14,0.250433,0.236962,0.236962,0.250433,0.236962,0.241242,0.293539,0.290604,0.290604,0.290604,0.256476,0.256476,0.256476,0.273798,0.139085,0.139085,0.148205,0.185409,0.158915,0.158915,0.161739,0.294151,0.288763,0.288763,0.289441,0.29431,0.164088,0.164088,0.17372,0.2494,0.241228,0.241228,0.241258,0.245216,0.231045,0.231045,0.232183,0.239046,0.226473,0.226473,0.227114,0.283113,0.210663,0.210663,0.215704,0.243423,0.23328,0.23328,0.233743,0.237028,0.186314,0.186314,0.191044,0.207648,0.189535,0.189535,0.18973,0.201657,0.147319,0.147319,0.152382,0.165855,0.122748,0.122748,0.126024,0.14331,0.154896,0.197909,0.114593,0.114593,0.120049,0.120049,0.0765792,0.188022,0.0765792
oct-14,0.262097,0.247998,0.247998,0.262097,0.247998,0.252356,0.307275,0.304202,0.304202,0.304202,0.268486,0.268486,0.268486,0.286121,0.145135,0.145135,0.163172,0.203522,0.175795,0.175795,0.181741,0.316515,0.310875,0.310875,0.312402,0.31736,0.181073,0.181073,0.202372,0.279426,0.270873,0.270873,0.27099,0.27502,0.260188,0.260188,0.262469,0.269457,0.256298,0.256298,0.258036,0.315283,0.23946,0.23946,0.25147,0.279692,0.269077,0.269077,0.269878,0.271854,0.218778,0.218778,0.228674,0.245579,0.226623,0.226623,0.227098,0.238462,0.181594,0.181594,0.188439,0.202157,0.157042,0.157042,0.164896,0.182496,0.204297,0.248092,0.160895,0.160895,0.171843,0.171843,0.126349,0,0.126349
nov-14,0.227066,0.214852,0.214852,0.227067,0.214852,0.219565,0.266609,0.263943,0.263943,0.263943,0.233,0.233,0.233,0.252072,0.129929,0.129929,0.1461,0.188289,0.164267,0.164267,0.171845,0.318565,0.313679,0.313679,0.315371,0.320733,0.202662,0.202662,0.235229,0.31856,0.31115,0.31115,0.311359,0.315717,0.302867,0.302867,0.306052,0.313609,0.302209,0.302209,0.305455,0.369015,0.303326,0.303326,0.315379,0.345901,0.336704,0.336704,0.337399,0.337399,0.291416,0.291416,0.299989,0.318271,0.301849,0.301849,0.302685,0.312823,0.263556,0.263556,0.269486,0.284322,0.245237,0.245237,0.252666,0.2717,0.290587,0.337949,0.262406,0.262406,0.271891,0.271891,0.232478,0,0.232478
dic-14,0.191871,0.18155,0.18155,0.191871,0.18155,0.185501,0.224633,0.222387,0.222387,0.222387,0.19624,0.19624,0.19624,0.21223,0.10902,0.10902,0.121,0.154835,0.134537,0.134537,0.14094,0.263038,0.25891,0.25891,0.26034,0.264835,0.165065,0.165065,0.192584,0.262449,0.256188,0.256188,0.256458,0.260112,0.249254,0.249254,0.252589,0.258925,0.249292,0.249292,0.252178,0.303821,0.248313,0.248313,0.258499,0.284088,0.276317,0.276317,0.276903,0.276903,0.238048,0.238048,0.245293,0.26062,0.246743,0.246743,0.247728,0.252971,0.21134,0.21134,0.216351,0.228789,0.195762,0.195762,0.20204,0.217998,0.233958,0.273666,0.209832,0.209832,0.217848,0.217848,0.184543,0,0.184543
ene-15,0.186838,0.176788,0.176788,0.186839,0.176788,0.180238,0.218239,0.216057,0.216057,0.216057,0.190596,0.190596,0.190596,0.204558,0.104054,0.104054,0.113818,0.139338,0.119572,0.119572,0.125807,0.232158,0.228138,0.228138,0.229531,0.233456,0.136302,0.136302,0.1631,0.224103,0.218006,0.218006,0.218276,0.221466,0.210894,0.210894,0.214141,0.219673,0.210293,0.210293,0.213103,0.25649,0.202438,0.202438,0.212356,0.2347,0.227133,0.227133,0.227704,0.227704,0.189868,0.189868,0.196922,0.210306,0.196793,0.196793,0.197694,0.200061,0.159522,0.159522,0.164401,0.175262,0.143101,0.143101,0.149214,0.163148,0.17869,0.213362,0.151202,0.151202,0.159007,0.159007,0.126576,0,0.126576
feb-15,0.188448,0.178311,0.178311,0.188448,0.178311,0.181671,0.220034,0.217833,0.217833,0.217833,0.192153,0.192153,0.192153,0.205749,0.10438,0.10438,0.113518,0.133823,0.113887,0.113887,0.120176,0.224397,0.220342,0.220342,0.221747,0.225569,0.127578,0.127578,0.154607,0.21401,0.207861,0.207861,0.208062,0.211168,0.200504,0.200504,0.203611,0.208998,0.199537,0.199537,0.201473,0.243524,0.189007,0.189007,0.19901,0.220768,0.213135,0.213135,0.213712,0.213712,0.175549,0.175549,0.182665,0.195697,0.182068,0.182068,0.182544,0.18531,0.144422,0.144422,0.149343,0.159919,0.127481,0.127481,0.133647,0.147215,0.162891,0.196653,0.133958,0.133958,0.14183,0.14183,0.10912,0,0.10912
mar-15,0.196516,0.185945,0.185945,0.196516,0.185945,0.189005,0.229182,0.22689,0.22689,0.22689,0.20011,0.20011,0.20011,0.212496,0.106787,0.106787,0.114295,0.131261,0.110471,0.110471,0.115041,0.209861,0.205632,0.205632,0.206743,0.210225,0.10804,0.10804,0.128363,0.18248,0.176067,0.176067,0.176217,0.179047,0.167926,0.167926,0.170468,0.175376,0.165509,0.165509,0.166723,0.20427,0.147419,0.147419,0.156255,0.176076,0.168117,0.168117,0.168414,0.168414,0.128618,0.128618,0.134711,0.146584,0.132371,0.132371,0.132628,0.138252,0.0956131,0.0956131,0.100745,0.11038,0.0765533,0.0765533,0.0821368,0.0944977,0.11069,0.141448,0.0760693,0.0760693,0.084059,0.084059,0.0499482,0.580673,0.0499482
abr-15,0.1852,0.175238,0.175238,0.1852,0.175238,0.178771,0.216404,0.21424,0.21424,0.21424,0.189002,0.189002,0.189002,0.203302,0.10368,0.10368,0.109222,0.123979,0.104387,0.104387,0.107464,0.218943,0.214958,0.214958,0.21566,0.21968,0.123378,0.123378,0.135918,0.198399,0.192355,0.192355,0.192444,0.195712,0.185232,0.185232,0.186873,0.192539,0.183241,0.183241,0.183988,0.229938,0.17636,0.17636,0.181919,0.204804,0.197303,0.197303,0.197535,0.199588,0.162084,0.162084,0.166144,0.179851,0.166457,0.166457,0.166612,0.175,0.134817,0.134817,0.139653,0.150777,0.118898,0.118898,0.12218,0.136451,0.146654,0.182166,0.120552,0.120552,0.125104,0.125104,0.0929574,0,0.0929574
may-15,0.165129,0.156246,0.156246,0.165129,0.156246,0.159469,0.19259,0.190664,0.190664,0.190664,0.168161,0.168161,0.168161,0.181203,0.0923775,0.0923775,0.097427,0.107339,0.0898704,0.0898704,0.0906838,0.190139,0.186586,0.186586,0.186797,0.190464,0.104599,0.104599,0.109541,0.166524,0.161135,0.161135,0.161174,0.164154,0.154809,0.154809,0.155641,0.160809,0.152518,0.152518,0.15288,0.19026,0.142489,0.142489,0.144931,0.165802,0.159114,0.159114,0.159251,0.161437,0.127997,0.127997,0.130139,0.14264,0.130697,0.130697,0.130777,0.139096,0.103268,0.103268,0.105063,0.115207,0.0867836,0.0867836,0.0882781,0.101294,0.10644,0.138827,0.0838906,0.0838906,0.0860493,0.0860493,0.0573866,0,0.0573866
jun-15,0.141,0.133415,0.133415,0.141,0.133415,0.136384,0.164081,0.16244,0.16244,0.16244,0.143226,0.143226,0.143226,0.155242,0.0793954,0.0793954,0.0831826,0.0942331,0.0793167,0.0793167,0.0799878,0.170796,0.167762,0.167762,0.167923,0.171301,0.0979827,0.0979827,0.101279,0.15378,0.149179,0.149179,0.149197,0.151942,0.143963,0.143963,0.144487,0.149248,0.142169,0.142169,0.142382,0.17524,0.134449,0.134449,0.136071,0.1553,0.14959,0.14959,0.149701,0.152181,0.123628,0.123628,0.125097,0.136615,0.126418,0.126418,0.126475,0.134606,0.104013,0.104013,0.105371,0.114717,0.090447,0.090447,0.0914977,0.10349,0.107038,0.136877,0.0899678,0.0899678,0.091546,0.091546,0.0670716,0,0.0670716
jul-15,0.168193,0.159146,0.159146,0.168194,0.159146,0.161599,0.195409,0.193455,0.193455,0.193455,0.170535,0.170535,0.170535,0.180464,0.0899901,0.0899901,0.0925649,0.0998548,0.0820615,0.0820615,0.0829355,0.156815,0.153196,0.153196,0.153517,0.156309,0.0688502,0.0688502,0.072896,0.116279,0.110791,0.110791,0.110874,0.113143,0.103625,0.103625,0.103755,0.107689,0.0992452,0.0992452,0.0997671,0.124167,0.0755092,0.0755092,0.0784723,0.0943621,0.0875501,0.0875501,0.0876533,0.0897422,0.0556818,0.0556818,0.0576343,0.0671521,0.0549876,0.0549876,0.0550769,0.0618795,0.0253862,0.0253862,0.0288591,0.0365828,0.00763148,0.00763148,0.0102021,0.0201113,0.0282911,0.0529485,0,0,0.00439049,0.00439049,0.00439049,0,0.00439049
ago-15,0.571192,0.541192,0.541192,0.571194,0.541192,0.544216,0.66862,0.661934,0.661934,0.661934,0.654916,0.654916,0.654916,0.667155,0.367155,0.367155,0.38682,0.411852,0.411852,0.411852,0.419227,0.510454,0.498454,0.498454,0.50091,0.504351,0.214351,0.214351,0.238281,0.291756,0.273556,0.273556,0.273992,0.276788,0.245228,0.245228,0.246354,0.251203,0.251203,0.251203,0.254184,0.286701,0.121457,0.121457,0.136178,0.155765,0.13263,0.13263,0.133256,0.136727,0.0210566,0.0210566,0.0295791,0.041311,0,0,0.00045002,0.00937539,0.00937539,0.00937539,0.0226976,0.032218,0,0,0.00758998,0.0198044,0.0553808,0.0841405,0,0,0.012926,0.012926,0.012926,0,0.012926
sept-15,0.733665,0.703665,0.703665,0.733667,0.703665,0.713693,0.874621,0.865875,0.865875,0.865875,0.789875,0.789875,0.789875,0.793622,0.493622,0.493622,0.502562,0.605283,0.555057,0.555057,0.557941,0.789977,0.787974,0.787974,0.788668,0.800077,0.510077,0.510077,0.519481,0.696799,0.678599,0.678599,0.678628,0.687901,0.656341,0.656341,0.657458,0.673539,0.67147,0.67147,0.67209,0.794491,0.594491,0.594491,0.599391,0.665907,0.637907,0.637907,0.638359,0.650147,0.510147,0.510147,0.514747,0.554589,0.504589,0.504589,0.504779,0.53509,0.38509,0.38509,0.390008,0.390008,0.271008,0.271008,0.27419,0.287783,0.299014,0.344715,0.114715,0.114715,0.12,0.12,0,0,0
oct-15,1.21987,1.18987,1.18987,1.21987,1.18987,1.19957,1.4698,1.4551,1.4551,1.4551,1.3791,1.3791,1.3791,1.41838,1.11838,1.11838,1.12923,1.22449,1.16549,1.16549,1.16904,1.47178,1.45978,1.45978,1.46069,1.46253,1.17253,1.17253,1.18479,1.35639,1.33819,1.33819,1.33824,1.34721,1.31565,1.31565,1.31708,1.33264,1.30464,1.30464,1.30555,1.42268,1.22268,1.22268,1.2298,1.30771,1.27971,1.27971,1.28035,1.29121,1.15121,1.15121,1.15746,1.20413,1.15413,1.15413,1.15442,1.18847,1.03847,1.03847,1.0446,1.08247,0.96347,0.96347,0.967658,1.01624,1.0319,1.1528,0.922797,0.922797,0.930076,0.930076,0.810076,0,0.810076
nov-15,1.85,1.82,1.82,1.85,1.82,1.83003,2.24191,2.21949,2.21949,2.21949,2.14349,2.14349,2.14349,2.18407,1.88407,1.88407,1.91417,2.01648,1.95748,1.95748,1.96872,2.29655,2.28455,2.28455,2.28743,2.29884,2.00884,2.00884,2.0453,2.22262,2.20442,2.20442,2.20462,2.2139,2.18234,2.18234,2.18552,2.2016,2.1736,2.1736,2.17685,2.32403,2.12403,2.12403,2.14556,2.22607,2.19807,2.19807,2.20004,2.20993,2.06993,2.06993,2.09062,2.13884,2.08884,2.08884,2.08968,2.12403,1.97403,1.97403,1.99209,2.03122,1.91222,1.91222,1.92614,1.97634,2.0299,2.15483,1.92483,1.92483,1.95024,1.95024,1.83024,0,1.83024
dic-15,1.24371,1.21371,1.21371,1.24371,1.21371,1.22341,1.499,1.48401,1.48401,1.48401,1.40801,1.40801,1.40801,1.44728,1.14728,1.14728,1.18421,1.27698,1.21798,1.21798,1.23176,1.55724,1.54524,1.54524,1.54873,1.55977,1.26977,1.26977,1.31426,1.48586,1.46766,1.46766,1.46793,1.4769,1.44534,1.44534,1.44904,1.4646,1.4366,1.4366,1.4405,1.59793,1.39793,1.39793,1.42354,1.50145,1.47345,1.47345,1.47556,1.4765,1.3365,1.3365,1.36052,1.40719,1.35719,1.35719,1.35817,1.38726,1.23726,1.23726,1.25531,1.29318,1.17418,1.17418,1.19059,1.23917,1.29668,1.41758,1.18758,1.18758,1.21645,1.21645,1.09645,0,1.09645
ene-16,0.829999,0.799999,0.799999,0.83,0.799999,0.810027,0.99261,0.982684,0.982684,0.982684,0.906684,0.906684,0.906684,0.947268,0.647268,0.647268,0.68241,0.775311,0.716311,0.716311,0.728759,1.05835,1.04635,1.04635,1.04951,1.06092,0.770921,0.770921,0.812242,0.989559,0.971359,0.971359,0.971618,0.980891,0.949331,0.949331,0.952939,0.96902,0.94102,0.94102,0.944518,1.10613,0.90613,0.90613,0.929047,1.00955,0.981553,0.981553,0.983468,0.983468,0.843468,0.843468,0.864434,0.912656,0.862656,0.862656,0.863522,0.892393,0.742393,0.742393,0.760448,0.79958,0.68058,0.68058,0.695044,0.745249,0.799648,0.924575,0.694575,0.694575,0.720462,0.720462,0.600462,0,0.600462
feb-16,0.660169,0.630169,0.630169,0.660172,0.630169,0.640197,0.784603,0.776757,0.776757,0.776757,0.700757,0.700757,0.700757,0.74134,0.44134,0.44134,0.469454,0.559036,0.500036,0.500036,0.507795,0.832949,0.820949,0.820949,0.822969,0.834379,0.544379,0.544379,0.574271,0.751588,0.733388,0.733388,0.733613,0.742886,0.711326,0.711326,0.714548,0.730629,0.702629,0.702629,0.704714,0.864176,0.67319,0.67319,0.68768,0.768186,0.741448,0.741448,0.742231,0.743578,0.609888,0.609888,0.621306,0.669528,0.621782,0.621782,0.622289,0.652107,0.508868,0.508868,0.523003,0.562135,0.448499,0.448499,0.457758,0.507963,0.538598,0.663525,0.443892,0.443892,0.459078,0.459078,0.344487,0,0.344487
mar-16,0.60961,0.57961,0.57961,0.609613,0.57961,0.588991,0.722031,0.714811,0.714811,0.714811,0.638811,0.638811,0.638811,0.676776,0.376776,0.376776,0.398163,0.477383,0.418383,0.418383,0.423362,0.725943,0.713943,0.713943,0.71516,0.725834,0.435834,0.435834,0.456598,0.622475,0.604275,0.604275,0.604435,0.61311,0.58155,0.58155,0.584133,0.599176,0.571176,0.571176,0.57243,0.719772,0.543414,0.543414,0.552522,0.624439,0.599749,0.599749,0.600067,0.607864,0.484413,0.484413,0.490884,0.533961,0.489872,0.489872,0.490139,0.519142,0.386873,0.386873,0.395709,0.430667,0.325733,0.325733,0.331317,0.376166,0.393045,0.504644,0.301832,0.301832,0.309822,0.309822,0.204007,0,0.204007
abr-16,0.621431,0.591431,0.591431,0.621433,0.591431,0.601459,0.737157,0.729785,0.729785,0.729785,0.653785,0.653785,0.653785,0.694368,0.394368,0.394368,0.400567,0.48102,0.42202,0.42202,0.422925,0.747107,0.735107,0.735107,0.735236,0.746645,0.456645,0.456645,0.462039,0.639357,0.621157,0.621157,0.621182,0.630455,0.598895,0.598895,0.599741,0.615821,0.587821,0.587821,0.587981,0.746015,0.566236,0.566236,0.567191,0.638181,0.613012,0.613012,0.613013,0.623448,0.497603,0.497603,0.498467,0.540989,0.496044,0.496044,0.496062,0.526292,0.391458,0.391458,0.39275,0.427256,0.320288,0.320288,0.320903,0.365174,0.366023,0.476182,0.269438,0.269438,0.270027,0.270027,0.16216,0,0.16216
may-16,0.495094,0.468462,0.468462,0.495097,0.468462,0.478166,0.585464,0.579609,0.579609,0.579609,0.512141,0.512141,0.512141,0.551415,0.285094,0.285094,0.287477,0.36766,0.315283,0.315283,0.316458,0.6278,0.617147,0.617147,0.617433,0.628475,0.371031,0.371031,0.37411,0.545708,0.529551,0.529551,0.529586,0.53856,0.510543,0.510543,0.510574,0.526136,0.501279,0.501279,0.501675,0.651322,0.508093,0.508093,0.509076,0.579107,0.559055,0.559055,0.559069,0.571468,0.471207,0.471207,0.471876,0.513824,0.478017,0.478017,0.478049,0.509826,0.402404,0.402404,0.403689,0.43773,0.352508,0.352508,0.352898,0.396571,0.398581,0.507255,0.342541,0.342541,0.343173,0.343173,0.257235,0,0.257235
jun-16,1.79466,1.76466,1.76466,1.79467,1.76466,1.77357,2.17301,2.15128,2.15128,2.15128,2.07528,2.07528,2.07528,2.1113,1.8113,1.8113,1.82089,1.89811,1.83911,1.83911,1.84273,2.12658,2.11458,2.11458,2.11547,2.1256,1.8356,1.8356,1.84858,2.00599,1.98779,1.98779,1.98796,1.99619,1.96463,1.96463,1.96518,1.97945,1.95145,1.95145,1.95283,2.07344,1.87344,1.87344,1.87689,1.93454,1.90654,1.90654,1.90658,1.9168,1.7768,1.7768,1.77934,1.81387,1.76387,1.76387,1.76397,1.79024,1.64024,1.64024,1.64425,1.67227,1.55327,1.55327,1.5548,1.59075,1.59775,1.68722,1.45722,1.45722,1.45929,1.45929,1.33929,0,1.33929
jul-16,1.14348,1.11348,1.11348,1.14348,1.11348,1.12319,1.37624,1.36248,1.36248,1.36248,1.28648,1.28648,1.28648,1.32575,1.02575,1.02575,1.02896,1.12201,1.06301,1.06301,1.06399,1.38816,1.37616,1.37616,1.37642,1.38746,1.09746,1.09746,1.10272,1.27432,1.25612,1.25612,1.25619,1.26516,1.2336,1.2336,1.23381,1.24937,1.22137,1.22137,1.22193,1.37799,1.17799,1.17799,1.17959,1.2575,1.2295,1.2295,1.22952,1.24332,1.10332,1.10332,1.10467,1.15133,1.10133,1.10133,1.10138,1.13688,0.986882,0.986882,0.989135,1.02701,0.908005,0.908005,0.90911,0.957695,0.961301,1.0822,0.852198,0.852198,0.853668,0.853668,0.733668,0,0.733668
ago-16,0.769161,0.739161,0.739161,0.769161,0.739161,0.749188,0.918095,0.908915,0.908915,0.908915,0.832915,0.832915,0.832915,0.873498,0.573498,0.573498,0.578508,0.676665,0.617665,0.617665,0.618968,0.945939,0.933939,0.933939,0.934181,0.945591,0.655591,0.655591,0.661079,0.838397,0.820197,0.820197,0.820214,0.829487,0.797927,0.797927,0.798536,0.814617,0.786617,0.786617,0.78696,0.946355,0.746355,0.746355,0.747609,0.828115,0.800115,0.800115,0.800143,0.814409,0.674409,0.674409,0.675885,0.724107,0.674107,0.674107,0.674151,0.710838,0.560838,0.560838,0.562364,0.601496,0.482496,0.482496,0.483141,0.533346,0.535812,0.660739,0.430739,0.430739,0.431594,0.431594,0.311594,0,0.311594
sept-16,0.886397,0.856397,0.856397,0.8864,0.856397,0.866424,1.06169,1.05107,1.05107,1.05107,0.97507,0.97507,0.97507,1.01565,0.715653,0.715653,0.723542,0.818241,0.759241,0.759241,0.761416,1.08422,1.07222,1.07222,1.07261,1.08402,0.794024,0.794024,0.803282,0.980599,0.962399,0.962399,0.962428,0.971701,0.940141,0.940141,0.941174,0.957255,0.929255,0.929255,0.929824,1.08361,0.883611,0.883611,0.88583,0.966337,0.938337,0.938337,0.938385,0.952462,0.812462,0.812462,0.815038,0.86326,0.81326,0.81326,0.813342,0.849679,0.699679,0.699679,0.702455,0.741587,0.622587,0.622587,0.62375,0.673955,0.678369,0.803297,0.573297,0.573297,0.574858,0.574858,0.454858,0,0.454858
oct-16,1.05187,1.02187,1.02187,1.05187,1.02187,1.03157,1.26404,1.25139,1.25139,1.25139,1.17539,1.17539,1.17539,1.21467,0.914669,0.914669,0.925311,1.01891,0.95991,0.95991,0.963,1.27642,1.26442,1.26442,1.26501,1.27605,0.986051,0.986051,0.999268,1.17087,1.15267,1.15267,1.15272,1.16169,1.13013,1.13013,1.13156,1.14713,1.11913,1.11913,1.12002,1.26778,1.06778,1.06778,1.07103,1.14894,1.12094,1.12094,1.12101,1.1345,0.994499,0.994499,0.998193,1.04486,0.99486,0.99486,0.994985,1.02986,0.879863,0.879863,0.883623,0.921492,0.802492,0.802492,0.804104,0.85269,0.858921,0.979818,0.749818,0.749818,0.752055,0.752055,0.632055,0,0.632055
nov-16,1.1616,1.1316,1.1316,1.1616,1.1316,1.14162,1.39875,1.38476,1.38476,1.38476,1.30876,1.30876,1.30876,1.34935,1.04935,1.04935,1.06984,1.16883,1.10983,1.10983,1.11658,1.44268,1.43068,1.43068,1.43196,1.44337,1.15337,1.15337,1.18031,1.35762,1.33942,1.33942,1.33954,1.34881,1.31725,1.31725,1.31956,1.33565,1.30765,1.30765,1.3097,1.46366,1.26366,1.26366,1.27053,1.35104,1.32304,1.32304,1.32319,1.33699,1.19699,1.19699,1.2052,1.25342,1.20342,1.20342,1.20367,1.23937,1.08937,1.08937,1.0981,1.13723,1.01823,1.01823,1.02175,1.07196,1.08607,1.211,0.980998,0.980998,0.986065,0.986065,0.866065,0,0.866065
dic-16,0.737451,0.707451,0.707451,0.737452,0.707451,0.717156,0.878935,0.870145,0.870145,0.870145,0.794145,0.794145,0.794145,0.833419,0.533419,0.533419,0.558779,0.652378,0.593378,0.593378,0.601756,0.918826,0.906826,0.906826,0.908393,0.919434,0.629434,0.629434,0.662356,0.833954,0.815754,0.815754,0.815906,0.824881,0.793321,0.793321,0.796003,0.811565,0.783565,0.783565,0.786036,0.941453,0.741453,0.741453,0.749638,0.827548,0.799548,0.799548,0.799725,0.812524,0.672524,0.672524,0.682362,0.729029,0.679029,0.679029,0.679331,0.712868,0.562868,0.562868,0.573715,0.611584,0.492584,0.492584,0.496909,0.545494,0.562658,0.683555,0.453555,0.453555,0.459755,0.459755,0.339755,0,0.339755
ene-17,0.617548,0.587548,0.587548,0.617548,0.587548,0.597575,0.7324,0.725076,0.725076,0.725076,0.649076,0.649076,0.649076,0.689659,0.389659,0.389659,0.408527,0.502258,0.443258,0.443258,0.447406,0.770589,0.758589,0.758589,0.759808,0.771217,0.481217,0.481217,0.509991,0.687308,0.669108,0.669108,0.669573,0.678846,0.647286,0.647286,0.651222,0.667303,0.639303,0.639303,0.641873,0.799841,0.621187,0.621187,0.632735,0.71324,0.688229,0.688229,0.688462,0.701528,0.57647,0.57647,0.582543,0.630765,0.586102,0.586102,0.586714,0.621006,0.487015,0.487015,0.494232,0.533364,0.427065,0.427065,0.429816,0.480021,0.488582,0.613509,0.408056,0.408056,0.41146,0.41146,0.304268,0,0.304268
feb-17,0.436772,0.413278,0.413278,0.436776,0.413278,0.423305,0.517492,0.512317,0.512317,0.512317,0.452797,0.452797,0.452797,0.49338,0.258431,0.258431,0.274232,0.362846,0.316639,0.316639,0.320078,0.642689,0.633291,0.633291,0.634295,0.645704,0.418587,0.418587,0.441919,0.619237,0.604983,0.604983,0.605346,0.61462,0.589903,0.589903,0.593037,0.609118,0.587189,0.587189,0.589206,0.746738,0.620381,0.620381,0.629991,0.701905,0.684215,0.684215,0.684411,0.6958,0.60735,0.60735,0.612275,0.655351,0.623761,0.623761,0.624266,0.653473,0.558705,0.558705,0.564711,0.599667,0.524484,0.524484,0.526847,0.571694,0.578488,0.690081,0.54477,0.54477,0.547656,0.547656,0.471842,0,0.471842
